Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force
BR1 9AD,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-02-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AE,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-03-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-02-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AG,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-09-01,2008-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AH,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-04-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AJ,No,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-04-01,2018-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AL,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-04-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AN,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-10-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AP,No,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-05-01,2019-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-11-01,2013-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AR,No,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-06-01,2019-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AS,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-12-01,2012-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-12-01,2010-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AU,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AW,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-12-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-01-01,2013-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9AY,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-08-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9AZ,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-08-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-02-01,2009-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-02-01,2012-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BD,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-09-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-02-01,2012-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-02-01,2013-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BG,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-09-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2010-06-01,2011-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BJ,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2018-12-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-03-01,2009-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BN,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-03-01,2007-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BP,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2019-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2011-05-01,2012-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BR,Yes,51.408226,0.017604,540423,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2019-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0438078,BR,BR1,"Metropolitan Police"
BR1 9BS,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-03-01,2010-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-03-01,2010-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2011-07-01,2015-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BW,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-04-01,2007-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2009-06-01,2010-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-05-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9BZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-06-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-06-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-06-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DD,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-05-01,2009-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-05-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-05-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DG,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-05-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-06-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DJ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2009-10-01,2018-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-06-01,2006-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DN,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DP,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,2007-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,2008-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DR,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DS,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,2006-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DT,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DU,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DW,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-08-01,2011-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-08-01,2007-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9DZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-08-01,2009-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9EA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-10-01,2007-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9EB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2008-01-01,2009-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9ED,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-10-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9EE,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-10-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 9EF,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-10-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
